COMMENT;VALUE
Knapa setelah di update g bisa di buka haarus bagaimana ini.. Mau kmana2 harus pke aplikasi ini lagi;NEGATIF
Vaccin boster ke 3.psizer Lumayan pegalnya.lengan kiri;NEGATIF
Bagus mudah dan cepat;NEGATIF
Nik saya ga bisa, pdhal udh sesuai KTP namanya jg udah sesuai, tp di app slalu tidak sesuai aneh kocak cacat, jd ga bisa ngecek tiket vaksin maupun sertifikat vaksin, sertifikat vaksin ke 2 saya jg ga muncul aneh;NEGATIF
Apk in sangat membantu saya;NEGATIF
Aduh kenapa susah banget installnya? Yg ke sekian kalinya blm berhasil juga, apa krn hpnya kurang canggih?;NEGATIF
Sangat membantu masyarakat;NEGATIF
Kok ttp ngak bisa di update;NEGATIF
Detail n mudah;NEGATIF
Ok mantap selalu;NEGATIF
Ini saya tidak pernah kena covid loh,tapi sttus saya kuning yang menandakan baru sembuh dari covid 3 bulan lalu Saya udah 3 tahun lebih gk pernah panas/sakit sedikitpun,lah ini malah sttusnya kuning jadi makin susah mau merantau cari uang di negara ini;NEGATIF
Tolong tanggal lahir di sesuaikan soalnya harus tekan tombol kesamping yg lahir tgl tua susah bgt..coba tgl ngetik kn gampang :(;NEGATIF
Sangat betmanfaat;NEGATIF
Udah 2 bulan sertifikat vaksin ke 2 saya gk muncul. Gimana sih;NEGATIF
kehidupan di jalanan sangat berkopenten dlm situasi keadaan;NEGATIF
Sangat di perlukan saat perjalanan, karena kita udah seperti diwajibkan punya apk ini saat naik pesawat;NEGATIF
Berguna berbagai hal jadi mudah dan praktis... Ok;NEGATIF
Cukup Baik Sayang tak bisa Terbuka;NEGATIF
Aplikasi yg bagus dan keren asli Indonesiaku. Mantapppp;NEGATIF
Sangat praktis dan membantu;NEGATIF
sudah di update tapi ga bisa melakukan check in dengan tampilan gagal melakukan check in,mohon info dan bantuan nya;NEGATIF
Ngabisin batry, dipaksa harus pake aplikasi, dipaksa vaksin Kalo vaksin bukan obat, kenapa haru maksa semua orang, aneh;NEGATIF
Setelah diupdate kenapa suka close sendiri ya? Mau dipakai jadi tidak bisa;NEGATIF
Kenapa pedulilindungi saya tidak bisa kebuka?;NEGATIF
Lama respon lambat loading;NEGATIF
Kenapa tidak bisa untuk scan barcoad ya?sudah dicoba selalu gagal terus,saya uninstal lagi terus download lagi tetap tidak bisa dibuat scan barcoad;NEGATIF
Aplikasi yg berguna dan sangat membantu;NEGATIF
Ini kenapa gak bisa dipake aplikasinya.. padahal penting bgt aplikasi ini untuk kerja;NEGATIF
"Kok peduli lindungi saya gini ""pedulilindungi terus berhenti"" jadi kan gabisa check in untuk sekolah";NEGATIF
Sangat bermanfaat;NEGATIF
saat mau klaim sertifikat agak ribet,dgn pilihan gambar;NEGATIF
Kenapa ya dengan aplikasi ini pas dibuka ko gabisa;NEGATIF
Ini apk kok aneh ya saya mau masuk malah keluar terus padahal sinyal bagus 4g;NEGATIF
Kenapa sertifikat vaksin ke2 saya tidak muncul tetapi yang pertama malah muncul;NEGATIF
Baguss, dan sangat bermanfaat;NEGATIF
Kenapa seminggu harus diminta 3kali di perbaharui,,;NEGATIF
Sangat membantu;NEGATIF
Knpa afk gk bisa dibuka.. Tolong di perbaharui afk?;NEGATIF
Aplikasi tolol, atur tangal lahir sruh pilih lewat kalender, klo cri tgl lahir orang tua sush, 2022 sma 1969 jauhhh cokkkk;NEGATIF
Eror nih aplikasi nya tolong fix masa pas masuk abis itu keluar;NEGATIF
Pengalaman saya biasanya kalau sudah tes PCR kok ngak muncul yah;NEGATIF
Hallo saya maureen ini adalah pendapat saya tentang aplikasi ini , Semua baik² saja tidak ada yang error tetapi kadang pas mau masuk suka ngelag itu aja kendalanya terima kasih 🙏🏻;NEGATIF
Alhamdulillah... dah booster.. smg sll sehat lahir batin.. aamiin;NEGATIF
ini aplikasi makin lama makin gak jelas, riwayat check in/out ilang sering banget check in/out sendiri padahal baru buka aplikasinya bahkan gak pake scan barcode udah check in sendiri HEBATTT !!!!;NEGATIF
Kenapa sertifikat saya gk bisa dilihat di aplikasi ini... padahal saya sdah vaksin 2 kali tapi sertifikat tidak bisa di lihat di aplikasi dibilang belum tersedia padahal sdah tersedia... kalau lewat google chrome dapat dilihat tapi kalau di aplikasinya tdakk gimana dong...;NEGATIF
Sangat cepat dalam melayanan vaksin;NEGATIF
Gila buat tanggal lahir harus 1 bulan mundur sampai capek jari ngetuk;NEGATIF
Ini gimana ya udah chat bot cek sertifikat cuma ada 1, sertifikat kedua udah sebulan gak masuk masuk Hadeh;NEGATIF
Setelah pembaharuan hasil antigen saya tidak bisa masuk ke aplikasi lindungi. Sudah 2 kali antigen tapi tetap tidak masuk;NEGATIF
Saya tidak bisa beri komen sering saya mau pelajari sering lupa mohon maaf;NEGATIF
Sangat memudahkan hari hariku;NEGATIF
Ko saya dah vaksin 2 kali tapi ga ada sertifikat ya.......;NEGATIF
Saya sudah vaksin 2 kali,kenapa dikasih warna kuning;NEGATIF
Agak lamban prosedurnya;NEGATIF
Sangat membantu setiap aktifitas;NEGATIF
ketik tgl dan bln susah;NEGATIF
Susah sangat klim sertivikatnya lama prosesnya..;NEGATIF
Praktis, informatif, sangat bermanfaat, mudah digunakan;NEGATIF
Aplikasinya lemot, kemudian tidak bisa cek sertivikat orang lain.;NEGATIF
"Awal donlot oke. Tp ko akhir"" ini di buka gak ngangkat ya. Loading buka app aja enggak langsung keluar, kyk gak respon. Padahal penyimpanan masih banyak";NEGATIF
Kenapa merubah tgl lahir susah sekli ,,pdhal d PL sudh sesuai tgl lahir ,,tpi d sertifikat malah salah;NEGATIF
serpitikat saya tidak sesuai tgl lahir nya tidak sama dengan ktp;NEGATIF
Setelah di updet kok makin jelek yah aplikasinya;NEGATIF
Tolong dong d perbaiki lagi;NEGATIF
Katanya mempermudah masyarakat,tp kok ini malahan menyusahkan...tolong dong,jgn bentar2 update mulu,,,kan pke kuota...emangnya kuota dbeli pke air,,???kan pke duit...;NEGATIF
Saya mau tanya kemarin aplikasi peduli lindungi saya gak sengaja ke unstall terus saya install lagi tapi saat saya daftar lagi kok gak bisa 2,mohon pencerahannya;NEGATIF
Aplikasi peduli lindungi membantu dalam info berbagai permasalahan tentang covid 19;NEGATIF
Sy sda buka dan cek sertivikat sy tapi gak muncul;NEGATIF
Sangat bermanfaat;NEGATIF
Lebih simpel dan praktis untuk bepergian jauh seperti keluar pulau seprti saya karna kerja nya slalu jauh.;NEGATIF
Terima kasih sangat memuaskan;NEGATIF
Kenapa saya setiap mau klaim sertifikat vaksin tidak pernah bisa keterangan nya pasti vaccine date is not match, padahal saya udh masukin tanggal yang sesuai pas saya vaksin, dan sudah saya coba juga dari tanggal 1 - 30 dan keterangan nya sama, nanya di WA nya juga gak jelas, padahal saya kan butuh sertifikat nya, solusi nya gimana??;NEGATIF
Error pada tgl 01.02.22 mohon segera diperbaiki lahh.. kok bisa error gini sihh, gimana kalo mau masuk kerja besok harus scan barcode tpi ndak bisa;NEGATIF
Bagaimana cara melihat riwat perjalanan, waktu berangkat dan pulang kerja harus menunjukkan hasil check-in ke pos satpat ketika pulang kesulitan karena terkadang check-out otomatis kemudian kesulitan ketikka menunjukkan hasil check out nya tidak ada karena riwatan perjalanan tidak ada;NEGATIF
Tolong di perbaiki lagi aplikasi nya jangan terlalu banyak minta maaf trus.;NEGATIF
Aplikasi yg sangat jelek... utk memasukan tanggal lahir aja bikin kesal...;NEGATIF
Tidak ramah bintang 1;NEGATIF
Masa sertifikatnya gak bisa karena saya sudah d vaksin;NEGATIF
Sangat bermanfaat;NEGATIF
Padahal aplikasi ini untuk bangsa sendiri tapi tidak spesial dan banyak kekurangan mestinya tidak layak digunakan bikin uang negara habis;NEGATIF
Selamat malam, aplikasi ini kekurangannya masih banyak, saat mau klaim sertifikat atau scand wide, masih gk bisa..;NEGATIF
Bagus terus tingkatkan lagi;NEGATIF
Aplikasi terburuk yg pernah aq temukan...masa iya pas isi formulir waktu mau isi tanggal lahirnya harus geser kalender dari 2022 ke tahun yg mau kita masukkan,per bulan lagi tuh....harusnya nya pake ketik aja....parah;NEGATIF
aplikasi peduli lindungi sering macet, jadi susah untuk bisa check in☹️☹️;NEGATIF
Sangat membantu;NEGATIF
Sangat membantu, terlebih ketika msk ke area umum,;NEGATIF
Vaksin keduanya gak ada. Padahal sudah vakin kedua bulan April. Anehhhh;NEGATIF
Ini gmn gk bsa download apk ny , sya btuh buat krj .;NEGATIF
Sangat membantu dalam mencegah penularan Corona virus;NEGATIF
Kok aplikasi peduli lindungi tidak bisa dibuka ya??;NEGATIF
Saya donlod aplikasi peduli lindungi, kenapaaa tidak bsa di buka Aplikasi nya;NEGATIF
App lembuttsss... Ampe jempol kriting neken pointer utk masukin tgl lahir aja...hehhhh...capX;NEGATIF
Aplikasi cerdas disaat pandemi;NEGATIF
Sangat jelek dan sanagat............jelek;NEGATIF
Hallo Saya ingin bertanya perihal vaksin booster ketiga. Teman saya yang melakukan vaksin bulan agustus, dapat undangan vaksin booster ke 3, namun punya saya belum ada undangan tersebut. Padahal vaksin kedua saya lebih awal dari dia yaitu bulan Juli. Terimakasih;NEGATIF
Mohon maaf atas ketidak nyamanan nya;NEGATIF
Untuk vaksinasi bisa liat disini;NEGATIF
"Jgn rasa takut tuk di vaksin 1,2 dan.3 percayalah kl pemerintah sudah berusaha tuk yg terbaik bagi rakyatnya. Demi kesehatan ""BERSAMA"".";NEGATIF
Susah sekali mau klaim sertifikat vaksin..hp ampe ngeleg 😪😪😪;NEGATIF
habis update ko mlh gx bsa d buka knfa ini....;NEGATIF
Saya sudah 4 kalii mendoanload ulang trapi tidak berhasiil di doanload juga;NEGATIF
Tidak masuk pada saat verifikasinya kak;NEGATIF
Tidak efektif.. semoga segera diperbaharui;NEGATIF
Aneh banget padahal mau nye scan terus daftar akun NIK dan Tanggal lahir kok Gak Bisa Sih Malah harus pakai KTP, sedangkan saya masih umur 15 yakali pakai KTP, mohon di perbaiki.!!!!;NEGATIF
Bintang 1 dulu, karena mau klaim sertifikat vaksin muncul captcha salah, padahal Captcha nya udah ke centang biru.. pas mau klik captcha lagi malah kepotong di samping jadi gak bisa klik verifikasi captcha dong. Dan, untuk pencarian tanggal lahir tolong dirubah metodenya. Karena cukup lama geser nya dari 2022 ke 1976 apalagi kita butuhnya cepet lagi. (Gue tuh maunya Sat Set Sat Set Gitulooh) Ditunggu pembaharuan nya..!!! Sekian dan terima gaji;NEGATIF
cepat merespon;NEGATIF
Baru saja mau coba pakai aplikasi ini mudah mudahan bagus;NEGATIF
Tolong jgn dikit 2 pembaruan terus;NEGATIF
Beberapa hari ini saya gagal menggunakan apps ini, di buat check in selalu gagal, padahal jaringan normal. Tpi tidak bisa di buat check in;NEGATIF
sangat membantu;NEGATIF
Bagus sangat membantu;NEGATIF
Mohon kepada pihak pedulilindungi untuk memperbaiki tanggal lahir karena mencarinya sangat lama untuk orang yang sudah tua jadi perbaiki yah ada yang gampang kenapa harus ribet yah, kalo mau diganti tanggalnya menjadi yang ketik oke udah gitu aja!;NEGATIF
Baik untuk semua;NEGATIF
Sebagai Warning untuk diri sendiri, Bagus 👍👍;NEGATIF
Membantu melindungi dan meningkatkan kewaspadaan;NEGATIF
Baik cepat - informasi C19 meliputi pribadi/internal dan lingkungan/eksternal.;NEGATIF
Bagus dan mudah dalam penggunaanya;NEGATIF
Aplikasi sangat membantu;NEGATIF
apk sampah, buat klaim sertifikat vaksin aj msti ngisi data sedetil bgt, harusnya cukup nik aj udah bisa, 👎👎👎;NEGATIF
Aplikasi ini sangat bagus;NEGATIF
Pelayananya sangat bagus;NEGATIF
Min tolong bantu sertifikasi vaksin ke 2 saya ko belum muncul jg di apk peduli lindungi padahal udh vaksin ke 2 tahun kemarin 30 September?;NEGATIF
Mohon maaf sebelumnya, kok kartu vaksin ibu kok blm ada sampai skrng, padahal ibu saya vaksin sama2 dgn ayah saya, cuma punya ayah saya sudah keluar sertifikat vaksinnya.. Klaim sertifikat malah muncul klik verifikasi gambar.. Mohon secepatnya, diperbaiki soalnya sertifikat nya sangat d butuhkan sekarang.. Sekian dan terima kasih;NEGATIF
Sangat membantu kami dlm hal berkaitan dg covid👍👍👍;NEGATIF
Saya coba buka aplikasi sertifikat gk bisa .langsung out kluar sendiri.hhmmm;NEGATIF
Kenapa peduli lindungi tidak bisa dibuka di HP saya..? Udah berulang kali didownload & coba install ulang hasilnya sama saja.. Tolong dibantu..;NEGATIF
Bagusss banget seriuss deh;NEGATIF
Mau bertanya, kalo sudah pernah + maka warna QR hutam, berubah jd hijau lagi setelah dinyatakan negatif atau menunggu berapa lama agar warna QR hijau kembali?;NEGATIF
Ga jelas udah vaksin ke 2 masih aja sertifikat dosis 1 yg 2 hilang tau kemana sedang kerja kita harus ada sertifikat vaksin.... Karena bukti kartu fisik ga mau orang pabrik gimana nie kok ga jelas gini....;NEGATIF
sangat membantu;NEGATIF
Cukup membantu;NEGATIF
Sertifikat vaksin saya kenapa ga bisa muncul di aplikasi ya? Padahal saya sudah vaksin 2 kali dari tahun 2021 lalu.;NEGATIF
Cakeplah, tingkat terua kecepatan dan keamanan aplikasi. Semoga masyarakat indonesia dilindungi dari covid ini.;NEGATIF
Sudah menjalankan Vaksinasi. Cofid - 19 mulai di bln April tahun 2019 - sampai tahun 2021 tiga kali semua nya dan ini varian Variant Booster itu bln dapat ? Bagaimana proses selanjutnya untuk mendapat pe layanan kesehatan untuk Variant Suntik Booster itu ?;NEGATIF
Aplikasi nya ga update... Sering error'😏;NEGATIF
Hari minggu ini adalah orang tua aja ya biar tambah parah nih orang bikin emosi mudah untuk hari senin depan mata kuliah jam setengah jam set alarm tapi masih cek info lengkap tanpa batas waktu di dunia nyata iya yang paling suka banget ya sama dia itu adalah pribadi romantis itu apa yang yakin pasti akan menjadi yang paling suka banget ya sama dia itu adalah pribadi romantis itu apa yang ada dalam album pertama di Jakarta barat yang bisa buat gue ya allah ini siapa aja nih orang bikin emosi mud;NEGATIF
Maaf ya, ini kenapa pas saya mau scan tidak keluar gambar terus;NEGATIF
Iya sy sudah lengkap vaksinnya tapi kenapa sampai sekrang belum juga muncul setifikat vaksinnya padahal data diri sudah lengkap;NEGATIF
Good dah jadi semakin cepat cekinnya tanpa gangguan;NEGATIF
Cepat sehingga memuaskan.;NEGATIF
Cuma mo tanya sudah vaksin dosis 1 dan 2 tpi kenapa ngga muncul sertifikat dosis 1 sedangkan dosis 2nya ada;NEGATIF
Mohon bantuannya saya baru saja download apk ini akan tetapi cara masuk tanggal lahir untuk mengklaim sertifikat vaksin tidak bisa langsung ketik mohon pembaharuan agar bisa langsung di ketik🙏🙏;NEGATIF
Sangat membantu🙏;NEGATIF
Agak ribet sih, tapi demi keamanan dan kesalamatan bersama, hal ini wajib;NEGATIF
Vaksin ke2 saya tidak keluar di peduli lindungi;NEGATIF
Aplikasi yang sering gangguan dan lelet, mungkin karna yang buat aplikasi masih bodoh;NEGATIF
Ayo Vaksin...vaksin halal...tetap jaga prokes....👍👍👍;NEGATIF
Aplikasi penambah kerjaan;NEGATIF
Terima kasih Ada Manfaat dan Check in Penjalanan;NEGATIF
Alhamdulillah aplikasi ini membantu saya sekali terima kasih peduliLindungi;NEGATIF
Sangat membantu.. di sini yang penting adalah nik,no telepon sesuai dengan saat kita mendaftar vaksin,maka begitu kita masukkan nik,sudah tertera langsung sertifikat semua vaksin yang sudah kita lakukan..;NEGATIF
Saya tidak dapat login, mohon perbarui apk nya;NEGATIF
Bagus buat sertifikat vaksinasi;NEGATIF
Ini aplikasi tolong di perbarui dong. Misal pengisian tanggal lahir dan tanggal pernah di vaksin. Kalo bisa isi secara manual saja. Karena saat meng-klik satu persatu/scroll aplikasi tsb selalu tidak berjalan/lemot (bukan karena jaringan internet). Mohon kiranya segera direvisi. Ini aplikasi di pakai Rakyat Indonesia. Mohon dipermudah;NEGATIF
Aplikasi bapuk..setiap mau login cek verifikasi email pagenya ketutup terus jadi musti login lagi...parah tim ITnya ga becus bikin apps;NEGATIF
sebelumnya buat check in perusahaan gak masalah.. kenapa sekarang buat buka aplikasinya malah keluar sendiri? nge-bug gitu? udah 4 hari ini, susah kalo mau kemana-mana suruh barcode buka aplikasi gak bisa, malah keluar sendiri.. tolong solusinya;NEGATIF
Bermanfaat bnget aplikasi ini .. terimakasih yg membuat nya👍🏻;NEGATIF
Sangat menyenangkan terutama dalam salah 1 akses bepergian keluar kota/luar negeri...👍👍👍;NEGATIF
Aplikasinya sangat bagus;NEGATIF
Apk nya berguna banget untuk berpergian dan kesekolah makasih Pedulilindungi;NEGATIF
Aplikasi ini mengubah tanggal lahir saya, setelah beberapa kali saya ulangi kemudian disuruh untuk mencoba esok hari;NEGATIF
Apakah sedang error hingga tidak bisa buka aplikasi??;NEGATIF
Sangat membantu;NEGATIF
Mau buka hasil antigen malah keluar aplikasi teruss;NEGATIF
Saya senang sekali dengan aplikasi ini ternyata aplikasi ini sangat penting dan sangat membantu saya untuk mengetahui data pribadi saya. Terima kasih aplikasi peduli lindungi.;NEGATIF
Sering error...payah;NEGATIF
Aplikasi yg tidak peduli,nyari tanggal,bulan,tahun aja harus sabar;NEGATIF
Aplikasi paling Buruk,sudah 2 kali vaksin tapi status merah,udah lengkapi data di sertifikat peduli lindungi tetap aja gak bisa bikin sertifikat vaksin alasan nya macem macem,terus ngapain ngirim data vaksin segala kalo tetep gak bisa bikin sertifikat;NEGATIF
"Selamat siang, sy mohon bantuannya, kenapa setiap kali sy mau periksa sertifikat vaksin sy, aplikasinya selalu berhenti. Sy smpe udh coba instal berkali"" tp hasilnya ttp sama. Sy tdk bisa melihat sertifikat vaksin sy";NEGATIF
Aplikasi ini sudah benar sesuai perjanjian saya saya kasih lima bintang terimakasih -!;NEGATIF
Kenapa cuma bekerja sama dengan kominfo, kemenkes,KPCPEN? bukan kah data kependudukan jg ikut berperan? Atau mungkin mempunyai data sendiri?;NEGATIF
Sangat Membantu;NEGATIF
Taik taik kucing Kalau karena pekerjaan mana mungkin aku suntik fucek;NEGATIF
aplikasi belum standart, masih kayak jaman jadul;NEGATIF
Maaf mau tanya aplikasi peduli lindungi saya sudah sudah beberapa kali ingin masuk tapi tetap ga muncul dihalaman utamanya kenapa ya? Sudah beberapa kali diuninstall trs install ulang masih tetap tidak terbuka kenapa ya?;NEGATIF
Ini gimana ya saya mau update vaksin ke 2 kok malah nggak bisa.;NEGATIF
App gabisa login .. kebiasaan kalo pelayanan milin pemerintah pasti buruk ..;NEGATIF
Sertifikat vaksin 2 udh puluhan kali di cb ttp ngga bs di download pdhl dt2 yg di mskkn sdh bnr;NEGATIF
Tolong perbaiki lagi, dan untuk kedepannya saya harap pas pendaftaran atau login dan nomor telepon tenggang. Bisa menggunakan NIK Ktp/Kk biar lebih mudah;NEGATIF
ternyata Aplikasi ini Tidak berjalan di Hp jadul, kususnya android 7 ke bawah, mohon diperbaiki karna tidak semua org memiliki hp terbaru;NEGATIF
Brp banyak org yg di bayar buat ngebut bintang sama aplikasi number 1 woe😂;NEGATIF
Sangat membantu sekali;NEGATIF
Aplikasi Baik & Update;NEGATIF
Percuma lapor di 119, nantinya juga di suruh ke tempat vaksin pertama, hemm Berat;NEGATIF
Belum dapat tiket 3,bagaimana ya ?;NEGATIF
Oleh hrs ingat perlindungan diri yaitu 3 M, pakai masker, cuci tangan, jaga jarak.;NEGATIF
Pdhl sblm aplikasi perbarui sertifikat vakin muncul.. skrg tdk muncul sertifikatnya ,aneh bukannya tambah bagus malah tambah ribet;NEGATIF
Bisa ditingkatkan lagi....;NEGATIF
Saya udah daftar dari hari Minggu tapi g bisa trs Sampek sekarang kode verifikasi g muncul2 ini kenapa y ada yang salah apa cara daftar saya apa perlu saya?;NEGATIF
Mantap, sangat membantu 👍👍;NEGATIF
Sangat akurat Dan mudah;NEGATIF
Tiba tiba saya tidak bisa masuk ke aplikasi peduli lindungi? Mohon masukan;NEGATIF
Alkhamdulilah sangat membantu sekali;NEGATIF
Saya sudah lama daftar tapi kok gagal terus,ada apa???mau dikasih bintang berapa datar aja GK bisa,,boro2;NEGATIF
Maju dan Sukses Jaya Kemenkes RI beserta seluruh jajaranya wa bil khusus Seluruh Petugas Garda Depan Covid-19 yang telah bertugas..;NEGATIF
saya kasih bintang 1, aplikasinya lain kali kalo ngesetting gps yang pas jangan buka gmaps dulu baru bisa akurat, kerja 2 kali dong kita semua sebagai user app;NEGATIF
Pedulilindung sy suka bs ngecek hasil Faksin sy dan sekeluarga. jd tdk ush repot2 ut tau ato tanya ke lokasi faksin. mudah di telusuri. trmksih;NEGATIF
Bersama dengan aplikasi ini kita bisa menghilangkan covid 19 ayo kita dounloud aplikasi peduliLindung;NEGATIF
Mau di update kok loading muter2 trs slma 2 hari.Pdhl saya mau masukkan data anak saya.Kl sdh ky gni gmn??!!;NEGATIF
Sekarang sudah lebih bagus;NEGATIF
Halo pedulilindungi, sy sudah vaksin 2 kali pada tanggal 31 Juli dan 28 Agustus 2021, dan pada sampai saat ini sertifikat vaksin belum sy terima pada aplikasi tersebut. Bagaimana ini aplikasi nya, sedangkan data-data yg dimasukkan semua nya benar. Mohon solusi nya, sudah hampir setengah tahun sertifikat vaksin sy tidak ada.;NEGATIF
Kenapa sudah di perbarui malah jadi gabisa di pake. Keluar keluar sendiri terus?;NEGATIF
Dengan peduli lindungi, saya dipermudah memasuki area publik;NEGATIF
Peduli lindungi ad cara terbaik dan untuk mengetahui hasil apakah kita sudah mendapatkan vaksin atau belun dan sdh dapat yang keberapa . Juga untuk keperluan data bepergian. Karena bisa di cek melalui peduli lindungi;NEGATIF
Hadeuuu sampe kapannn ini tiap kemana mana kudu scan barcode🥺;NEGATIF
tiwas download aplikasi peduli lindungi, lakok ra enek seng peduli blas.;NEGATIF
Suka loading Mulu lama buka nya;NEGATIF
Mantap sekali , sangat membantu melancarkan aktifitas;NEGATIF
Mohon bantuan nya saya mau daftar vaksin pertama kali nya tetapi untuk daftar di pedulilindungi ini nik saya kata nya tidak valid, gimana cerita nya;NEGATIF
Alhamdulillah setelah update sertifikat vaksin sudah muncul di applikasi yang sebelumnya tidak muncul. Terimakasih;NEGATIF
Kok saya nggak bisa klaim sertifikat saya ? Jelek banget aplikasi nya;NEGATIF
Mohon perbaharui cara pengisian tgl lahir, harus klik berapa ratus x untuk tahun 60 an, masa gak bisa dibuat system yg lebih gampang,;NEGATIF
Kenapa gak bisa di buka;NEGATIF
Sangat berguna buat sy aplikasi ini sangat bagus dan berkuwalitas;NEGATIF
Semoga lancar dan mudah Amin;NEGATIF
Sangat membantu;NEGATIF
Assalamualaikum, ini knp aplikasinya udah saya download, terus saya masukkan email dan nomor telepon saya tapi knp gk masuk masuk;NEGATIF
Kok daftar ga bisa sih ?;NEGATIF
Aplikasi ini sangat membantu sy dlm banyak hal terkait vaksinasi;NEGATIF
dah di apgred ko keluar2 terus gk bisa buka...;NEGATIF
Berikan cara sederhana utk daftar pedulilindungi bagi kami Lansia terimakasih;NEGATIF
Tanggal Mundur, untuk input Tanggal Lahir Saya Sangat Menyusahkan Pengguna Aplikasi Ini, Wajib Mundur Per Bulan GILA, GILA... Saya Tahun Lahir 1987 - Bayangkan Harus Mundur Per Bulan, Dari Tahun Sekarang 2022 BAYANGKAN GILA GAAAAAA!!!!!!!!!! SUSAHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!!!!!!!!;NEGATIF
Mohon bantuannya. Kenapa kolom untuk vaksin selanjutnya tidak muncul apa memang demikiam untuk apliksai yang sekarang. Karna untuk aplikasi yang dulu muncul. Mohon infonya;NEGATIF
Aplikasi busuk yang ga berguna.. Saya sudah vaksin kedua sejak jaman es, tapi ga pernah terupdate.. Buat login di tmpt2 wisata juga ga pernah lancar. Busuk lah pokoknya;NEGATIF
Saya sangat mendukung aplikasi ini;NEGATIF
Mau ambil Seterfikat vaksin aja ribet susah amat. Padahal sebelum di update enak;NEGATIF
sangat membantu;NEGATIF
Mantap sangat membantu berpergian (bandara) tapi harusnya bisa validasi lewat aplikasi ini juga, tidak harus repot2 antri lagi dibandara.;NEGATIF
Gak ada manfaatnya.. aplikasi sampah.. pemaksaan;NEGATIF
Sangat baik sekali.;NEGATIF
Klaim sertifikat vaksin lama kali entri tahun lahirnya...!?;NEGATIF
untuk kebaikan disiplin prokes wajib dipatuhi;NEGATIF
"Jgn banyak"" karna Ga bisa buka sertifikat vaksin";NEGATIF
Asalamualaikum bpk/ibu kemenkes,,say minta bantuan nya ,,sya atas nma ,TRY HARIYANTO .udh mlkn vksin ke 1 ,dari tggl 30,12,2021,tp sampe sekrg blm jg mndptkn surt undngn yg ke 2 ,,mhon bntuan nya bpk.ibu yg sy hormty .;NEGATIF
Keren & Terimakasih bnyk atas pelayanannya.. 👍👍👍👍;NEGATIF
Mohon bantuannya,saat kami mau klaim sertifikat vaksin,selalu tidak bisa.sudah di coba berulang ulang kali.bagaimana solusinya..??? Mohon tanggapannya.sekian terimakasih;NEGATIF
aplikasi tidak berguna,sangat parah sekali masak saya mau bukak aplikasinya tidak bisa dan keluar sendiri gimana si niat gak si buat aplikasi????mau tak hapus tapi kewajiban sekolah menuntut untuk donlod apk gak guna ini😌menuhin ruang penyimpanan aja.🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕;NEGATIF
Aplikasi ini sangat membantu;NEGATIF
Sangat memuaskan;NEGATIF
Saya kecewa padahal saya sdh vaksin dua kali tapi masih merah mohon perbaikan nya ya:(;NEGATIF
Sangat membantu,terutama tiket vaksin,sertifikat vaksin maupun barcode.;NEGATIF
kok punya saya tomorrow² truss sih gimana ini;NEGATIF
Aplikasi ini lebih jelas;NEGATIF
sial dh di update sertifikat tak keluar babi ni aplikasi;NEGATIF
Perekonomian bangsa ini ga akan maju selama pake apk ini kalo mau kemana2..;NEGATIF
"Tolong untuk developer ditambahkan fitur login untuk anak anak, karena tidak semua yang menggunakan aplikasi ini sudah memiliki KTP, sehingga beberapa anak yang menggunakan fitur ini tidak bisa menggunakan fitur scan QR code, karena ketika memasukkan tanggal lahir dan NIk selalu error dengan alasan ""sesuaikan nama dan NIK anda dengan KTP"" Maka kami harus apa? Tolong developer ditambahkan fiturnya dulu, semoga bisa mencapai earing yang tinggi";NEGATIF
lebih gampang utk vaksin;NEGATIF
Lebih ditingkatkan update data;NEGATIF
istri saya vaksin boster di puskesmas kec krian, kab sidoarjo, jawa timur tgl 31 jan 2022, jam 09.30 satu jam sertifikat sudah terbit, trmksh;NEGATIF
bagus banget, selama pakai tidak ada masalah mungkin yang masih bingung bisa dilengkapi dulu data dirinya;NEGATIF
Sudah lengkap, tetapi masih belum mengerti penggunaan menu aplikasinya;NEGATIF
Max hy 99% lama sekali nunggu 100% payah deh;NEGATIF
Sangat membantu;NEGATIF
Berfungsi untuk bepergian.;NEGATIF
Sangat bermanfaat;NEGATIF
Mantap...sangat bermanfaat...;NEGATIF
Ini gimana ya kok peduli lindungi tidak dapat dibuka padahal sudah di update?;NEGATIF
Akun saya bisa dipakai orang lain untuk chek in.. hari ini aplikasi saya dipakai orang untuk chek in di salah satu mall tempat saya vaksin.. Padahal saya di rumah .. apa mungkin akun saya bisa dipakai di 2 aplikasi berbeda HP ? Tapi tidak ada pemberitahuan kode otp atau apapun .. tolong diperbaiki system keamanannya ..;NEGATIF
"Sejak pertama instal bulan Desember 2021 selalu tampil ""lokasi buatan"", sudah bawa ke services resmi gak bisa juga, sehingga aplikasi selama ini tidak berfungsi, setelah di update tgl.31 januari 2022 aplikasi baru bisa dipakai. Semoga aplikasi terus berfungsi lancar... Tks";NEGATIF
Sangat membantu seluruh masyarakat;NEGATIF
