COMMENT,VALUE
vaksin   kali sertifikat klaim eror,NEGATIF
ngisi tanggal lahir susah pokok angel angel angelll aplikasi,NEGATIF
manfaat,NEGATIF
pedulilindungi manfaat,NEGATIF
vaksin   dosis dibaplikasi nya ga setifikat vaksin nya susuh bikin kartu vaksin hadehh,NEGATIF
hasil antigen pagi tes siang berangkat terdisplay,NEGATIF
bagus,NEGATIF
tingkat,NEGATIF
kalo udah   kali coba gabisa ngisi akun biar qr kode tolong gausah dibatesin,NEGATIF
manfaat,NEGATIF
pedulilindungi akses kayak nonton bioskop tinggal tekan aja nggak ribet,NEGATIF
rumah nontifikasi muncul check in salah mall minggu check in mall jumat   januari   check in kesana minggu   januari  ,NEGATIF
keren go internasional moga gak tolak luar negeri terimakasih,NEGATIF
aplikasi mana,NEGATIF
manfaat krn nggak cart kartu yg palsu aplikasi oke bgt,NEGATIF
sdh vaksin   kali sertifikat blm,NEGATIF
guna,NEGATIF
susah banget isi ranggak dsn sertifikat langsung sulit buka otomatis,NEGATIF
bantu segi informasi ttg covid ,NEGATIF
aplikasi guna praktis efisien,NEGATIF
terima kasih peduli lindung layan n cepat,NEGATIF
bantu dlm jalan tugas jalan,NEGATIF
yg aman lancar,NEGATIF
negara min negara tuju,NEGATIF
mudah guna nya informasi update,NEGATIF
tdk masuk peduli lindung,NEGATIF
ni bug ato gmna   aplikasi muncul notif check in stgh   pagi check in kerja gps off sy pules tidur rumah,NEGATIF
hasih swab antigen pcr aplikasi swab pcr yg terafilliasi kemenkes bumame farmasi gimanaaaa lanjut nya hadehh,NEGATIF
gampang gampang susah,NEGATIF
bagus manfaat,NEGATIF
game nya bagus kalen wajib dowenlod,NEGATIF
lumayan guna gausah ribet bawa kertas mana  bagus orang lupa,NEGATIF
ko ga download sih udah tinggal maleman ga download,NEGATIF
banget,NEGATIF
daftar vaksin dosis ketik lanjut stuck ketik periksa which is engga daftar via pedulilindungi,NEGATIF
muas fitur aplikasi pedulilindungi lindung data data user fitur aneh yg lenceng target guna,NEGATIF
tama sya gak fham aplikasi susah bangat nya sya ajar enk pkek aplikasi nya,NEGATIF
tolong rotate scan kamera hehehe,NEGATIF
bantu,NEGATIF
manfaat,NEGATIF
baru butuh sinyal kuat akses aplikasi,NEGATIF
data salah tp hubungin cs g da respon pdahal kslahan dr yg vaksin stus merah udh vaksin  x,NEGATIF
guna,NEGATIF
habis baharu aplikasi nya susah buka ya,NEGATIF
aplikasi bingung gak fersi lot parahh,NEGATIF
bagus bantu,NEGATIF
apk nya error gk buka knpa ya,NEGATIF
informasi update,NEGATIF
vaksin  x trus sertifikat yaa,NEGATIF
aplikasi peduli lindung bener lindung sertifikast vaksin gk keluarr email jawab suruh cek website udah cek gk email lagi jawab copass jawabanya sebelumnyaa hadehh,NEGATIF
aplikasi rusak gua udah vaksin   kali sertifikat gak muncul negara ancur cumu ngandelin   aplikasi,NEGATIF
aplikasi bantu bagus pasuk area jalan sipat nazional internazional baguz,NEGATIF
mudah beraktifitas kerja,NEGATIF
bagus bangettttt asliiiii ga sepenuh peduli lindung akuu,NEGATIF
alhamdulilah batu,NEGATIF
bantu,NEGATIF
bagus bantu informasi putar covid ,NEGATIF
aplikasi yg buruk sebut sakit memang dokter parah nih dokter sakit kali salam sehat pandemi selesai sulit app karya,NEGATIF
jelek suka tuk scan nya,NEGATIF
gak,NEGATIF
bagus aplikasi nya sertifikat bagus,NEGATIF
jalan  keluarga nyaman bantu aplikasi peduli lindung pokok mantap,NEGATIF
email no hp ganti ga daftar mana bawa sertifikat vaksin,NEGATIF
makasih bantu,NEGATIF
kena bug y,NEGATIF
bantu paham pamdemi,NEGATIF
aplikasi bagus manfaat terimakasih,NEGATIF
bantu,NEGATIF
terimakasih alhamdulillah aplikasi bantu,NEGATIF
gimana sih udah full   d unduh ingat gk huhh payah,NEGATIF
bantu praktis,NEGATIF
sulit akses,NEGATIF
sertifikat vaksin    ,NEGATIF
sdh lapor agustus blm solusi imel sdh sy tp tdk masuk sistem tdk hubung update dukcapil admin aplikasi bener nggak,NEGATIF
bantu cegah virus covid,NEGATIF
cepat menginstall,NEGATIF
peduli lindung error gk buka,NEGATIF
isi data aplikasi pedulilindungi hasil vailid,NEGATIF
aplikasi peduli lindung mudah akses informasi akurat percaya,NEGATIF
ngisi tanggal ribet isi capca ribet eror ga akurat baik sertifikasi ga muncul banyak,NEGATIF
butuu aplikasi na te ngisi tgl lahir ge kuat lila naun cena yehh aplikasi hupus weh,NEGATIF
aplikasi bagus,NEGATIF
ya kak hasil vaksin   ga muncul d aplikasi yg anak ga muncul tolong d baik sertifikat vaksin nya muncul butuh nunjukin sudh vaksin,NEGATIF
mw download sertifikat vaksin ribet isi bnyak makan gampang sulit,NEGATIF
ambil foto sertivikat vaksin ya kaya gimana ya masakan udah daftar ulang kali nggak udah isi data nya ulang kali nggak toling,NEGATIF
mantap pakai   kalo sambung dgn jkn biar lbih mantap,NEGATIF
sertifikat vaksin,NEGATIF
mff ya sy kn udh paksin tpi ko data gmsk yaa tmn sy udah masuk cmn sy doang yg blm msk sy udah isi data tpi ttp aja salah mff ngatasinnya gmn ya,NEGATIF
moga indonesia sehat,NEGATIF
gak bs buka aplikasi boro  scan barcode vaksin yg langsung error,NEGATIF
pakcin sebar cvid kendali,NEGATIF
app yg solid pergi via pesawat e hac nya jd aplikasi yg cocok bandara ribet berkas hasil pcr antigen masuk otomatis lho aplikasi,NEGATIF
assala mu alaikum wr wb mas nih koq data peduli nnya muncul ya,NEGATIF
aplikasi bantu mudah operasional,NEGATIF
bantu fungsi dgn smoga lancar dpt manfaat warga indon sia maju peduli lindung,NEGATIF
bagus pokok nya yg bilang aplikasi jelek nya nyinggung yg gak ngeditnya terimakasih,NEGATIF
mantab oke,NEGATIF
update data sertifikat vaksin     tdk tampil log out clear cache sdh tampil thank s,NEGATIF
 check out konfirmasi  x banget,NEGATIF
vaksin     ngecek sertifikat sdh vaksin  gak cek tlng baik apknya,NEGATIF
peduli lindung mantap,NEGATIF
mundur tanggal lahir rumit nggak option lahir nya,NEGATIF
ngak pakai ribet kereennnn,NEGATIF
aplikasi jelek masuk tgl lahir susah ampun usia tua tua susah bayar negara layan kecewa,NEGATIF
aplikasi buruk tulis tanggal lahir pakai manual susah     susah gagal karna lag bikin emosi aplikasi aq tau buat emang lempar buat pakai hp,NEGATIF
bantu data akurat,NEGATIF
kenap sya download sulit kemaren,NEGATIF
terimah kasih pedulilindungi aplikasi yg keren bantu,NEGATIF
aplikasi kelas boss kya jaman   ni   boss ngisi tgl lahir k ga ngetik boss kalo yg lahir   ap gak capek boosku ngetik captca ga bossku d ulang kali yg   kotak,NEGATIF
keren keren   ajahh sihh,NEGATIF
sertifikat vaksin muncul klaim seetifikat masuk data,NEGATIF
buka menu sertifikat vaksin aplikasi langsung henti aplikasi jelek,NEGATIF
diupdate gabisa buka ya aplikasi henti,NEGATIF
aplikasi bagus gampang buka,NEGATIF
bagus layan cepat trimakasih,NEGATIF
nyoba bingung sih nya tp ya bsa jga,NEGATIF
aplikasi yg cerdas,NEGATIF
mohon jelas aplikasi pedulilindungi nama yg sy kenal cantum pilih sertifikat vaksin nama sy sms   mohon jelas nya,NEGATIF
terimakasih tuju s k baik,NEGATIF
aplikasi pedulilindungi pandemi manfaat utk cari info sehat vaksinasi yg dg urus tri sehat tinggal klik yg butuh,NEGATIF
klaim sertifikat susah ampun udh tgl lahir mundur knapa klaim aj sulit,NEGATIF
aplikasi nya,NEGATIF
sms sertifikat vaksin buka via web aplikasi hasil nihil daftar pake no hp yg akses pas input data nama nik msh deteksi tdk sdh bantu via wa jg direspon kesan kek lepas tangan,NEGATIF
informasi yg singkat,NEGATIF
mantap daftar kendala apk bantu masyarakat,NEGATIF
apl in bgus guna sya krna d dlmnya sdh sedia bbrpa fitur atw bgian  yg mdah d lkukn atw d pahmi,NEGATIF
aplikasi ribet masukin tanggal lahir aja pencet bulan lahir   pencet  x   kali jebol hp error aplikasi yg bekerjasam dgn lembaga perintah gin parah,NEGATIF
terimakasih sukses,NEGATIF
habis update gagal cek in,NEGATIF
sertifikat vaksin gaada gabisa masuk mall udh vaksin tau gitu gausah vaksin apk yg bener mending hapus aja nih apk dri play store,NEGATIF
gak vaksin gak gerak,NEGATIF
muas,NEGATIF
layan bagus prima,NEGATIF
app android krn cari d google play d hape tdk muncul,NEGATIF
booster vaksin   oktober   smp sertifikat vaksin blm sdh cek web tdk telp   no respon mohon bantu moga layan tingkat,NEGATIF
dinvaksin sertifikasi vaksin,NEGATIF
mohon baik otp nya masak jangka ed nya   menit lepas good,NEGATIF
edit data aja vaksin aplikasi sampah banget update data nik aja gagal manjang udh   minggu lo error nya makasih lo apk nya gak udh daftar vaksin daftar vaksin   gak yg nik daftar serius ya apk,NEGATIF
aplikasi bagong kali pasu id salah,NEGATIF
mesti ra mashok mbokya serius ngurusin,NEGATIF
bantu kalo masuk mall,NEGATIF
nomor tlp daftar vaksin vaksin     catat a n ortu vaksin karna milik hp pake nomor tlp knp skrng akun pedulilindungi a n ortu karna tdk jelas bahwasannya   nomor tlp   akun mohon jelas mksh,NEGATIF
tgl lahir g siiii kek kalender capekk lalot bgttttt,NEGATIF
hebat salut ama perintah,NEGATIF
belit belit masuk klik tgl lahir manual sampe gel jari nya,NEGATIF
app ga asli klaim sertifikat vaksin nama typo udh dibenerin capta salah capta udh ulang pemberitahuannya talu coba coba besok udh captanya banget coba dikit mending web,NEGATIF
pilih vaksin jhonsonnya blm,NEGATIF
moga aplikasi jalan lancar manfaat guna,NEGATIF
manfaat,NEGATIF
vaksin   blm cek sertifikat coba cari situs kominfo hasil hijau mksudnya tulis hasil,NEGATIF
 terima kasih kau pedulilindungi,NEGATIF
bgus utk sehat masyarakat d indonesia orng yg faksin si,NEGATIF
aplikasi manfaat,NEGATIF
barcode lurah undang booster yg aplikasi laku,NEGATIF
aplikasi bagus,NEGATIF
aplikasi sesuai data dinkes bagus,NEGATIF
terima kasih hadir app bantu anggota app keluarga android akun app pedulilindungi yg saudara beliau terima kasih,NEGATIF
aman sehat,NEGATIF
manfaat,NEGATIF
bantu,NEGATIF
vaksin sertifikat,NEGATIF
sertikat vaksin knp ko blm terbit  pedulilindungi,NEGATIF
bantu,NEGATIF
udh gak kirim sertifikat vaksin,NEGATIF
apk gk apk burik gk apk bodoh masyarakat,NEGATIF
dg aplikasi lbh aman beraktifitas rumah pandemi,NEGATIF
habis update ver   jan   knp aplikasi ngga bs ya auto close aplikasi samsung m  android   uninstall install hasil auto close lg ga bs check in versi fine ,NEGATIF
knapa data orang vaksin pulang negri langsung daftar pedulilindungi,NEGATIF
vaksin ga sertifikat vaksin bgini,NEGATIF
guna mudah akses,NEGATIF
daftar suntik vaksin tiga booster susah masuk,NEGATIF
tolong baik aplikasi nya ken cek sertifikat vaksin pas ngeklaim gak tolong baik coba kali kali gak tulis too many attempts please return tomorrow tolong baik ya peduli lindung nya,NEGATIF
keren manfaat,NEGATIF
alhamdulilah sehat,NEGATIF
isi persis ktp salah,NEGATIF
manfaat perlu jalan,NEGATIF
bantu dlm jalan daerah tks,NEGATIF
aplikasi tolol daftar payah kali gagal aplikasi paok tolol,NEGATIF
tolong baik fitur check out otomatis,NEGATIF
mudah terbang,NEGATIF
vaksin   kali sertifikat bulan,NEGATIF
baharu terusssss,NEGATIF
aplikasi peduli lindung jalan lancar,NEGATIF
kurang pilih jenis vaksin,NEGATIF
guna,NEGATIF
sertifikat hasil vaksinq gak,NEGATIF
halaman aplikasi peduli lindung v      menu riwayat check in,NEGATIF
bagus bantu yg kait vaksin,NEGATIF
keren tingkat aplikasi monitoring sehat masyarakat milineal umun salam sehat,NEGATIF
bantu,NEGATIF
pakek aplikasi peduli lindung hapus anak kagak downlod tunda,NEGATIF
senang d vacsin lwaktu sehat d boleh vacsin sya jga sedih sya mana  d vacsin jjln  segar dlu lg ayo vacsin b sehat keluarga kuat,NEGATIF
tunggu vaksin boster orang non lansia idap imunokompromaise,NEGATIF
jadi biasa hidup sehat,NEGATIF
kode otp nya g kirim udh kali coba coba lgi g karna udh   kali maaf gimana ya,NEGATIF
posisi taiwan update aplikasi engga ya biar pas pulang indonesia engga ribet,NEGATIF
imputan kalender pilih tanggal lahir ribet,NEGATIF
leemoott nge instal aplikasi sih cepet,NEGATIF
utk jaga bersih lingkung m ngikuti anjur perintah kait protokol sehat,NEGATIF
informasi lengkap,NEGATIF
wajib pake apk bug kalo blm yg bagus kek ngk fulu ddh nyusahin aja,NEGATIF
aplikasi bagus kasih bintang deh,NEGATIF
bagus dgn peduli lindung,NEGATIF
udah minggu ga login kacau ga verifikasi gimana sih,NEGATIF
adek vaksin sertifikat akses daftar klaim isi data data lengkap masalah fullname kemaren loh akses sampe sertifikat pertama tolong baik teman ade x vaksin sertifikat nya bingung   coba alas fullname tolong bantu terimakasih,NEGATIF
sulit tspi sinya memperdulit,NEGATIF
aplikasi bagus sehat jenis mantap hot toyss,NEGATIF
vaksin j j sertifikat pilih alhasil bs cetak sertifikat,NEGATIF
aplikasi masuk kali  ngak,NEGATIF
aplikasi gak masuk nik langsung otomatis donk riwayat vaksin suruh daftar  masuk tgl vaksin udah lupa payah,NEGATIF
tampil sertifikat vaksin,NEGATIF
menu informatif effisien,NEGATIF
aplikasi bantu,NEGATIF
aplikasi matang dah up baik suka lot sertifikat kunjung,NEGATIF
bantu,NEGATIF
 x vaksin sms pemberitahuan,NEGATIF
guna,NEGATIF
update skrg lbh easy to use trmksh,NEGATIF
bantu,NEGATIF
jujur ni apl bagus pas ngatur tanggal gabisa ketik napah yg lahir  an mundurin apl nya sih up melulu tpi gaada guna gak ubah,NEGATIF
aplikasi nya bagus ko,NEGATIF
muas,NEGATIF
server lamban,NEGATIF
bantu,NEGATIF
aplikasi ribet sdh hrus kali kali masuk nik tanggal lahir ngk ketik scrool smpae,NEGATIF
knp x update sertifikat vaksin nya hilang,NEGATIF
sertifikat vaksin tiba hilang,NEGATIF
cepat informasi,NEGATIF
baharu aplikasi ulang kali update tetep tdk,NEGATIF
instal aplikasi pedulilindungi ko susah bgt ya kmrn mb bgt lg mb,NEGATIF
peduli lindung mantap,NEGATIF
klaim sertifikat gagal saran tanggal lahir ko ga nge link aja nik ato ketik efisien usia yg udah tua mencet puluh  kali malezzz ga praktis bgt mending dd mm yy bs edit,NEGATIF
sertifikat vaksin bikin adu mana tolong info,NEGATIF
kali isi data gak tingkat login aja masalah ck ck ck,NEGATIF
vaksin muncul sertifikat nya,NEGATIF
mohon tingkat cepat akses,NEGATIF
aplikasi pedulilindungi bantu,NEGATIF
aplikasi aneh mw masukin data anak gk mulu bener captcha nya salah mulu udah bener,NEGATIF
aplikasi apaa sertifikat vaksin gw yg   hilang g klaim sertifikat masuk mana pake aplikasi lg web jg ga sertifikat gw,NEGATIF
biar bintang yg brbicara aplikasihnya bagus bangat vaksin sertifikat udah,NEGATIF
 x test pcr hasil test pcrnya dua,NEGATIF
ok thanks responnya,NEGATIF
oke makasih info,NEGATIF
ngehang download foto stengah tendang suruh daftar ulang,NEGATIF
peduli bantu mudah simpel utk aktifitas apa tks peduli,NEGATIF
kecewa bgt gilaa apk emosi bgt pas cek sertifikat vaksin aja masalah data gimana nyetak screenshot kartu vaksinasi kalo kek gin cerita pas cek keluarga ga sertifikat vaksin,NEGATIF
aplikasi emang beguna banget,NEGATIF
bantu saat butuh,NEGATIF
kecewa deh udah ulang kali coba format isi tp pas klaim sertifikat vaksin nya bilang chapcah salah down pedulilindungi gak deh gimana ya,NEGATIF
aplikasi pedulilindungi discan,NEGATIF
bantu,NEGATIF
tulis tgl lahir ribet pake bamget,NEGATIF
mantap mudah erti gaptek,NEGATIF
appllikasi yg bagus,NEGATIF
bagus simple,NEGATIF
lancar hambat moga teman bantu sukses harap perintah nusantara cinta,NEGATIF
wih mantap abis update sertifikat vaksinasi nya,NEGATIF
bantu,NEGATIF
sya senang bangat aplikasi bantu sya,NEGATIF
percaya tdk tkt dg covid,NEGATIF
manfaat,NEGATIF
manfaat,NEGATIF
bagus adaa kendala,NEGATIF
gilaa nih aplikasi vaksin ga data parah,NEGATIF
manfaat pergi kerja hari,NEGATIF
bilangin k perintah apk nya kaga pungsi udah d isi sesuai ktp tqpi ttp gk gampang jalur wa kl program paksin cepat sedia ajh d puskesmas secqrq gratis daptar online karna daptar online kaga trusss,NEGATIF
selamat pagi mohon bantu donlod peduli lindung masuk ulang kali coba notif username is not allowed to be empty login aplikasi login web akses pakai aplikasi masuk ya mohon bantu sekian terimakasih,NEGATIF
nik nya pdhl persis kk tp ttp sj tdk,NEGATIF
apk tdk suda masuk no z tdk lanjut,NEGATIF
sya kemarin hp y jatuh hilang sya download aplikasih ubah data pda nmr hp sya cek sertivikat tpi ko smua y kosong pdhal sya udh vaksin k   gi mna aplikasih y bantu banget coba lh baik,NEGATIF
dukung aplikasi peduli lindung,NEGATIF
gua ga download ni apl amuk gua ngtd mi,NEGATIF
super,NEGATIF
mendown load aplikasi buka aplikasi tampil silah daftar hasil daftar,NEGATIF
ya guna,NEGATIF
bantu,NEGATIF
bantu dgn aplikasi peduli lindung,NEGATIF
error lokasi deteksi mulu,NEGATIF
tolong baik pilih sertifikat vaksin isi captcha klik lanjut muncul tulis captcha salah tolong baik,NEGATIF
terima kode otp login nomor telepon sesuai,NEGATIF
gagal klaim sertifikat vaksin whatsap dichat g balas ,NEGATIF
install playstore versi baru antri konon jaga jarak bela bain booster pas klaim sertifikat vaksin date don t match kartu fisik bukti vaksin pegang umpama kartu hilang zonk yg laku mental bisnis bener rakyat,NEGATIF
bagus kendala tingkat daya server nya lot conect,NEGATIF
liat sertifikat vaksin ku engak sertifikat mama ku udah masukin nik mohon perbaikin ya,NEGATIF
dumpah bikin kesel ni apk jelek gw ganti hp download lg ni apk pas login ulang kalo akun empity mulu cacad,NEGATIF
manfaat bantu terima kasih,NEGATIF
aplikasi bagus banget vertifikat kartu vaksin,NEGATIF
aplikasi  gk,NEGATIF
sellu susah buka menu s rtifikatnya klick menu sertifkat henti,NEGATIF
tgl lahir bh usia tua klik mundur praktis,NEGATIF
aplikasi bagus,NEGATIF
manfaat,NEGATIF
donlod kali  tp knapa aplikasi ga muncul menu layar,NEGATIF
good mudah,NEGATIF
sy sdh vaksin dosis     sertifikat nya ga muncul udh isi data nya ttp aja ga sy coba download bbrp x ttp jg ga bs mf sy udh kecewa sy hapus aja apl guna,NEGATIF
barusan update gk pakai diinstal ulang gagal check in klu kendala internet gk nulis ulas,NEGATIF
paya gk cek vaksin gagal udah vaksin   kali data,NEGATIF
sertivikat ga,NEGATIF
stelah update gajelas cek sertifikat susah ribet enak yg dlu,NEGATIF
update trs ngapaiiiiinnnnnnnnn gak ad minggu  x update apk cmn dukung game dpat item woooooiiiiiii,NEGATIF
aplikasi guna masuk mall doank liat sertifikat vaksin ga bisa pdhl nik nama udh bener liat tiket vaksin ga ngeselin,NEGATIF
update bikin pusing,NEGATIF
aplikasi ngga login,NEGATIF
kalo superman jg g,NEGATIF
pas buka aplikasi nya yah paket data ku hidup jaring ku bagus,NEGATIF
susah cek sertifikat vaksin ribet ga langsung mudah skrang susah upgrade apk jg masuk tgl lahir gabisa ketik nyari tahun pliiss abis update bkannya bagus buruk,NEGATIF
tulis data tanggal bribet mudah versi perihal data sertifikat vaksin,NEGATIF
ribet pas makan internet pas susah update,NEGATIF
aplikasi manfaat moga lancar lot butuh,NEGATIF
min sertifikat vaksin  muncul ya menu riwayat jalan check in hilang update,NEGATIF
bantu guna,NEGATIF
vaksin   rsui tgl   okt   aplikasi muncul sertifikast terang blm vaksin pdhl sms   tgl sdh terbit sertifikat   nya aplikasi sdh diupdate ttp aj ga muncul gmn solusi krn pasti tdk dpt undang vaksin   repot jg hrs buka aplikasi u lihat sertifikat yg komplit ksh nilai buruk selesai,NEGATIF
informasi mudah,NEGATIF
bantu jalan,NEGATIF
selamat siang komplen vaksin merah udah vaksin dosis loh aju klaim kendala nya udah kirim email data data pedulilindungi sampe data baik tolong baik terimakasih,NEGATIF
program bagus,NEGATIF
karen langsung baik developer,NEGATIF
tolong format tgl lahir baru mencetnya,NEGATIF
buset   login gak kasih kasih kode otp nya,NEGATIF
nice bantu,NEGATIF
aplikasi ribet diupdate data hilang ngisi ttl aja susah standar plat merah ribet,NEGATIF
pasu tanggal lahir kolom claim sertifikat tolong simple coba bayang orang yg lahir   an makan,NEGATIF
updet aplikasi pedulilindungi masuk akun nomer email tulis user not found devloper mohon baik,NEGATIF
vaksin   udah   cek tiket y ko yg muncul vaksin vaksin   nyari tiket yg   utk daftar,NEGATIF
klaim sertifikat vaksin ga menu tolong baik,NEGATIF
aplikasi guna scan mall udah vaksin     udah sekolah bebas pergi mana,NEGATIF
sertifikat gaa muncul sertifikat vaksin     gaada yaaa,NEGATIF
mohon maaf aplikasi eror isi data,NEGATIF
mudah cepat,NEGATIF
aplikasi yg bagus,NEGATIF
tolong benerin captcha nya error print besok senin perlu,NEGATIF
aplikasi gak vaksin   kali dosis astra pas scand blackout rada merah,NEGATIF
ko ga isi tgl lahir kosong ok,NEGATIF
aplikasi gajelas sya yg ng vaksin samasekali pas cek daftar vaksin udah,NEGATIF
bantu,NEGATIF
bagus matap,NEGATIF
diupdate data ehac hapus tolong kembali data ehac terima kasih,NEGATIF
habis upgrade jelek apknya,NEGATIF
alhamdulillah booster,NEGATIF
manfaat,NEGATIF
jaga ter indung,NEGATIF
jaga salingmelindungi,NEGATIF
kgk buka,NEGATIF
sertifikat hasil vaksin gak bia muncul bolak hari ulang claim sertifikat gagal terusssss salah nama salah capcha salah tanggal udah input yg sesuai aja salaaaaahhhhhh,NEGATIF
muncul tulis pedulilindungi henti cek sertifikat vaksin,NEGATIF
ko buka aplikasi,NEGATIF
enak ga pakai lot ga kayak yg lot,NEGATIF
bukti vaksin,NEGATIF
mudah jalan,NEGATIF
aplikasi berat susah,NEGATIF
aplikasi pas update ga pake gimana ni min,NEGATIF
praktis jengkel,NEGATIF
aplikasi bantu,NEGATIF
alami sulit masuk mall krn tdk nyambung mohon mudah aplikasi nya terimakasih,NEGATIF
bantu,NEGATIF
aplikasi biar update buka ulang daftar login,NEGATIF
bantu masyarakat luas,NEGATIF
dah ulang kali mncoba kode verifikasi gk masuk,NEGATIF
ya sertifikat vaksin     bulan,NEGATIF
mantab update langsung fungsi baik respon yg bagus langsung baik moga bs manfaat semu amin,NEGATIF
vaksin inj henti udah vaksin   eeeeh muncul     target capai tpi target ya,NEGATIF
perangkat perhati aplikasi,NEGATIF
pake aplikasi muncul deteksi lokasi buat pdhl hp pasang gps fake vpn masuk kmna  gak emng aplikasi aneh,NEGATIF
update ga buka langsung close trus xiaomi redmi note  ,NEGATIF
bantu,NEGATIF
gk check out knp ya,NEGATIF
jaga protokol sehat,NEGATIF
alami crash sekolah scan qr tuk check in,NEGATIF
bagus susah mndapatkan kode veripksi padhl udh kali  kirim ulang dpt kode tp ttp aja ga sms,NEGATIF
aplikasi payah paksa,NEGATIF
manfaat,NEGATIF
aplikasi pas buka,NEGATIF
bagus sangt bantu,NEGATIF
masak baru teruuuus,NEGATIF
habis update gak buka,NEGATIF
sih lengkap profil nik nama ktp soalnyakan akses kode qr lengkap profil kayak mah masuk sekolah nik nama kk udah yg salah kalo eror bug mohon baik teman teman ktp udh scan mohon baik eror macam,NEGATIF
udah trima kasih,NEGATIF
bagus bantu,NEGATIF
aplikasi gak guna,NEGATIF
update wae,NEGATIF
aplikasi yg guna manfaat orang bidang sehat,NEGATIF
update aplikasi status hijau update merah coba claim sertifikat nyusahin ni aplikasi,NEGATIF
bantu,NEGATIF
bantu,NEGATIF
mudah pergi poko,NEGATIF
sertifikat vaksin   tidk,NEGATIF
gak sesuai data udah vaksin aplikasi   kali vaksin sertifikat vaksin beda jadwal vaksin hubungin cs kirim email gak tanggap gak tau salah udah ikutin prosedur sehat vaksin,NEGATIF
gak komplain gak ditanggepin nyuruh nelpon   uninstall trus install coba kaya provider internet plat merah klaim sertifikat vaksin gak aja muter  gak lempar lempar udah  kartu bukti vaksin paling alesannya yg input salah input data gak mutu blassss,NEGATIF
bantu,NEGATIF
mohon baik sistem saji informasi krna fitur lambat muat tampil data saran update,NEGATIF
aplikasi maksa error memori,NEGATIF
masuk kode refferal rizakri moga amanah bantu sehat lancar rezeki,NEGATIF
aplikasi bagus moga bagus depan,NEGATIF
kode virifikasi kali kirim ulang engx masuk,NEGATIF
mohon cerah isi data vaksin kantor salah masuk nomor ktp betul krn scan hasily merah vaksin  x yg vaksin x krn kerja rsud,NEGATIF
aplikasi bagus cuman sayang kurang baik,NEGATIF
bantu dlm upaya hilang virus negara,NEGATIF
gak mutu aplikasi kalah ama ojol,NEGATIF
scan barcode masuk mall susah gagal,NEGATIF
aplikasi maksa,NEGATIF
crash android ,NEGATIF
tingkat sistem nya,NEGATIF
bantu,NEGATIF
bagus banget bantu tahan,NEGATIF
alhamdulillaah peduli lindung mudah aman krn jaga,NEGATIF
guna,NEGATIF
aplikasi sungguh manfaat,NEGATIF
bagus cepat update data,NEGATIF
download aplikasi pedulilindungi buka sertifikat klik u buka sertifikat isi gambar akibat sulit ikut atur perintah parah bintang nol pedulilindungi bikin nol,NEGATIF
bad kali cek sertifikat vaksin gagal data sesuai vaksin vaksin ttp sulit akses tolong baik perkara sertifikat aja sulit akses lampir sertifikat vaksin berkas sulit,NEGATIF
pedulilindungi manfaat terima kasih,NEGATIF
surat vaksin temu aplikasi vaksin warna hijau print surat vaksinya ga bsa ga surat vaksin nya aplikasi,NEGATIF
mantap gampang,NEGATIF
sulit akses,NEGATIF
bantu,NEGATIF
yeeaay suka aplikasi ga suka aplikasi tidakbenar suka banget aplikasi ga jelass aplikasi tidakbenar suka aplikasi and suka banget aplikasi,NEGATIF
bantu dgn aplikasi,NEGATIF
knp masuk pemberitahuan sayang peduli lindung henti udh kali kali eror semenjak d baru eror trs klaim sertifikat vaksin recaptcha salah trs sampe cape udh bener milih gambar nya tolong d baik ya,NEGATIF
masuk kode otp gak sedia tombol ok nya gimana masuk coba sya lihat sertifikat vaksin  tpi gk tlong baik trmaksh,NEGATIF
alhamdulillah anakq habis vaksin   sertifikat vaksin udah muncul cepat banding yg,NEGATIF
app  bantu sy tuk riwayat sertifikat vaksin sy   bintang tuk app,NEGATIF
bantu kurang sebar covid ,NEGATIF
terimakasih manfaat,NEGATIF
vaksin tanggal       vaksin tanggal       blm setifikat vaksin gak akses karna maksud program perintah sy vaksin kantor sdh email tlp cs yg tujuh tp gak ubah gimana biar sertifikat vaksin,NEGATIF
aplikasi bagus,NEGATIF
bantu apbl mall rmh sakit pesawat dll nya,NEGATIF
rusak orang salah ketik nomor ku ga ku hapus aku biar ku bikin hadueh,NEGATIF
bagus jalan yg blm vaksin tahu khn,NEGATIF
bantu,NEGATIF
app nya buruk isi data lengkap akses data,NEGATIF
trima kasih vaksin pakai aplikasi pedulilindungi,NEGATIF
alhamdulillah muncul sertifikat vaksin     siang udah langsung daftar terimakasih,NEGATIF
aplikasi nggak pakai kalo msk lwt basement nggak dpt sinyal,NEGATIF
sya kasih   bintang krna nggak sia  download aplikasi langsung daftar nggak ribet,NEGATIF
tolong apl pntg tlg guna mudah,NEGATIF
bagus cek sertifikat gak,NEGATIF
tolong admin gx bantu pecah orang aplikasi loh jgn dasbort tulis bantu gx guna orang tapj gx loh b terimakasih,NEGATIF
udah vaksin  x sertikat gk klaim sih nyesel vaksin,NEGATIF
apk nya bagus buanget,NEGATIF
bisa sertifikat vaksin ga kali peduli lindung via web download ga ga banget yg ngembangin,NEGATIF
berkat pedulilindungi kers lancsr mks,NEGATIF
menggu nak apilikasi mecari akun,NEGATIF
